Id	Count	File(s)
4ST86	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST86_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST86_R2.fastq
4ST87	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST87_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST87_R2.fastq
4ST88	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST88_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST88_R2.fastq
4ST89	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST89_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST89_R2.fastq
4ST90	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST90_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST90_R2.fastq
4ST91	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST91_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST91_R2.fastq
4ST92	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST92_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST92_R2.fastq
4ST93	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST93_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST93_R2.fastq
4ST94	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST94_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST94_R2.fastq
4ST95	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST95_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST95_R2.fastq
4ST96	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST96_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/4ST96_R2.fastq
synechococcus	601	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/synechococcus_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/synechococcus_R2.fastq
MR1	2889	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/MR1_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/MR1_R2.fastq
flavobacterium	15915	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/flavobacterium_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/flavobacterium_R2.fastq
cytophaga	14093	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/cytophaga_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/cytophaga_R2.fastq
Bsubtilis	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/Bsubtilis_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/Bsubtilis_R2.fastq
xylanomonas	815	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/xylanomonas_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/xylanomonas_R2.fastq
chris-no-probe	7	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-no-probe_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-no-probe_R2.fastq
chris-IAApos	6	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-IAApos_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-IAApos_R2.fastq
chris-IAA	4	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-IAA_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-IAA_R2.fastq
chris-2ENE1	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-2ENE1_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/chris-2ENE1_R2.fastq
natalie-2ENpos	0	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-2ENpos_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-2ENpos_R2.fastq
natalie-6A	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-6A_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-6A_R2.fastq
natalie-NP	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-NP_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-NP_R2.fastq
natalie-6Apos	1	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-6Apos_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-6Apos_R2.fastq
natalie-2EN	2	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-2EN_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/natalie-2EN_R2.fastq
unmatched	5783327	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/unmatched_R1.fastq	/Users/brow015/Downloads/data/151016_M03018_0032_000000000-AGKY8/unmatched_R2.fastq
total	6223383
